image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_047\img_03.jpg,D:\biztech\preprocessed_images\person_047\img_21.jpg,1,person_047,person_047,positive,0.637733
D:\biztech\preprocessed_images\person_128\img_04.jpg,D:\biztech\preprocessed_images\person_128\img_06.jpg,1,person_128,person_128,positive,0.503503
D:\biztech\preprocessed_images\person_168\img_03.jpg,D:\biztech\preprocessed_images\person_168\img_07.jpg,1,person_168,person_168,positive,0.727652
D:\biztech\preprocessed_images\person_197\img_08.jpg,D:\biztech\preprocessed_images\person_604\img_04.jpg,0,person_197,person_604,negative,0.414947
D:\biztech\preprocessed_images\person_559\img_03.jpg,D:\biztech\preprocessed_images\person_559\img_04.jpg,1,person_559,person_559,positive,0.588566
D:\biztech\preprocessed_images\person_197\img_02.jpg,D:\biztech\preprocessed_images\person_197\img_06.jpg,1,person_197,person_197,positive,0.610336
D:\biztech\preprocessed_images\person_031\img_05.jpg,D:\biztech\preprocessed_images\person_031\img_15.jpg,1,person_031,person_031,positive,0.315700
D:\biztech\preprocessed_images\person_430\img_01.jpg,D:\biztech\preprocessed_images\person_081\img_14.jpg,0,person_430,person_081,negative,0.290704
D:\biztech\preprocessed_images\person_390\img_03.jpg,D:\biztech\preprocessed_images\person_390\img_04.jpg,1,person_390,person_390,positive,0.014422
D:\biztech\preprocessed_images\person_095\img_02.jpg,D:\biztech\preprocessed_images\person_095\img_06.jpg,1,person_095,person_095,positive,0.560095
D:\biztech\preprocessed_images\person_221\img_02.jpg,D:\biztech\preprocessed_images\person_239\img_04.jpg,0,person_221,person_239,negative,-0.124269
D:\biztech\preprocessed_images\person_239\img_05.jpg,D:\biztech\preprocessed_images\person_285\img_02.jpg,0,person_239,person_285,negative,-0.200226
D:\biztech\preprocessed_images\person_229\img_07.jpg,D:\biztech\preprocessed_images\person_596\img_02.jpg,0,person_229,person_596,negative,0.055798
D:\biztech\preprocessed_images\person_204\img_01.jpg,D:\biztech\preprocessed_images\person_204\img_06.jpg,1,person_204,person_204,positive,0.723274
D:\biztech\preprocessed_images\person_031\img_05.jpg,D:\biztech\preprocessed_images\person_031\img_06.jpg,1,person_031,person_031,positive,0.555246
D:\biztech\preprocessed_images\person_439\img_04.jpg,D:\biztech\preprocessed_images\person_031\img_07.jpg,0,person_439,person_031,negative,-0.075547
D:\biztech\preprocessed_images\person_100\img_01.jpg,D:\biztech\preprocessed_images\person_100\img_02.jpg,1,person_100,person_100,positive,0.639986
D:\biztech\preprocessed_images\person_215\img_07.jpg,D:\biztech\preprocessed_images\person_215\img_08.jpg,1,person_215,person_215,positive,0.770370
D:\biztech\preprocessed_images\person_576\img_01.jpg,D:\biztech\preprocessed_images\person_576\img_04.jpg,1,person_576,person_576,positive,0.736088
D:\biztech\preprocessed_images\person_090\img_03.jpg,D:\biztech\preprocessed_images\person_197\img_01.jpg,0,person_090,person_197,negative,0.050481
D:\biztech\preprocessed_images\person_058\img_02.jpg,D:\biztech\preprocessed_images\person_058\img_16.jpg,1,person_058,person_058,positive,0.300907
D:\biztech\preprocessed_images\person_272\img_02.jpg,D:\biztech\preprocessed_images\person_272\img_06.jpg,1,person_272,person_272,positive,0.730222
D:\biztech\preprocessed_images\person_204\img_02.jpg,D:\biztech\preprocessed_images\person_433\img_02.jpg,0,person_204,person_433,negative,-0.077385
D:\biztech\preprocessed_images\person_353\img_02.jpg,D:\biztech\preprocessed_images\person_197\img_04.jpg,0,person_353,person_197,negative,0.014544
D:\biztech\preprocessed_images\person_323\img_01.jpg,D:\biztech\preprocessed_images\person_323\img_02.jpg,1,person_323,person_323,positive,0.682945
D:\biztech\preprocessed_images\person_345\img_05.jpg,D:\biztech\preprocessed_images\person_225\img_02.jpg,0,person_345,person_225,negative,0.151839
D:\biztech\preprocessed_images\person_471\img_01.jpg,D:\biztech\preprocessed_images\person_096\img_04.jpg,0,person_471,person_096,negative,-0.377508
D:\biztech\preprocessed_images\person_297\img_05.jpg,D:\biztech\preprocessed_images\person_297\img_06.jpg,1,person_297,person_297,positive,0.811259
D:\biztech\preprocessed_images\person_081\img_09.jpg,D:\biztech\preprocessed_images\person_081\img_14.jpg,1,person_081,person_081,positive,0.726527
D:\biztech\preprocessed_images\person_031\img_14.jpg,D:\biztech\preprocessed_images\person_031\img_27.jpg,1,person_031,person_031,positive,0.598923
D:\biztech\preprocessed_images\person_058\img_06.jpg,D:\biztech\preprocessed_images\person_058\img_16.jpg,1,person_058,person_058,positive,0.362619
D:\biztech\preprocessed_images\person_096\img_10.jpg,D:\biztech\preprocessed_images\person_096\img_13.jpg,1,person_096,person_096,positive,0.774850
D:\biztech\preprocessed_images\person_274\img_05.jpg,D:\biztech\preprocessed_images\person_603\img_04.jpg,0,person_274,person_603,negative,-0.100474
D:\biztech\preprocessed_images\person_100\img_03.jpg,D:\biztech\preprocessed_images\person_225\img_03.jpg,0,person_100,person_225,negative,0.137838
D:\biztech\preprocessed_images\person_474\img_01.jpg,D:\biztech\preprocessed_images\person_028\img_10.jpg,0,person_474,person_028,negative,-0.127805
D:\biztech\preprocessed_images\person_096\img_03.jpg,D:\biztech\preprocessed_images\person_575\img_03.jpg,0,person_096,person_575,negative,-0.121912
D:\biztech\preprocessed_images\person_072\img_08.jpg,D:\biztech\preprocessed_images\person_072\img_16.jpg,1,person_072,person_072,positive,0.531926
D:\biztech\preprocessed_images\person_168\img_04.jpg,D:\biztech\preprocessed_images\person_168\img_07.jpg,1,person_168,person_168,positive,0.887013
D:\biztech\preprocessed_images\person_147\img_01.jpg,D:\biztech\preprocessed_images\person_147\img_09.jpg,1,person_147,person_147,positive,0.561606
D:\biztech\preprocessed_images\person_301\img_03.jpg,D:\biztech\preprocessed_images\person_047\img_05.jpg,0,person_301,person_047,negative,-0.135252
D:\biztech\preprocessed_images\person_576\img_04.jpg,D:\biztech\preprocessed_images\person_471\img_02.jpg,0,person_576,person_471,negative,0.405497
D:\biztech\preprocessed_images\person_600\img_01.jpg,D:\biztech\preprocessed_images\person_600\img_02.jpg,1,person_600,person_600,positive,0.341895
D:\biztech\preprocessed_images\person_082\img_10.jpg,D:\biztech\preprocessed_images\person_095\img_07.jpg,0,person_082,person_095,negative,0.131610
D:\biztech\preprocessed_images\person_277\img_01.jpg,D:\biztech\preprocessed_images\person_277\img_05.jpg,1,person_277,person_277,positive,0.493541
D:\biztech\preprocessed_images\person_388\img_01.jpg,D:\biztech\preprocessed_images\person_353\img_03.jpg,0,person_388,person_353,negative,0.194084
D:\biztech\preprocessed_images\person_406\img_02.jpg,D:\biztech\preprocessed_images\person_406\img_05.jpg,1,person_406,person_406,positive,0.479339
D:\biztech\preprocessed_images\person_028\img_29.jpg,D:\biztech\preprocessed_images\person_105\img_08.jpg,0,person_028,person_105,negative,-0.168770
D:\biztech\preprocessed_images\person_596\img_01.jpg,D:\biztech\preprocessed_images\person_596\img_04.jpg,1,person_596,person_596,positive,0.798611
D:\biztech\preprocessed_images\person_274\img_03.jpg,D:\biztech\preprocessed_images\person_277\img_03.jpg,0,person_274,person_277,negative,0.078024
D:\biztech\preprocessed_images\person_096\img_01.jpg,D:\biztech\preprocessed_images\person_096\img_02.jpg,1,person_096,person_096,positive,0.517851
D:\biztech\preprocessed_images\person_128\img_03.jpg,D:\biztech\preprocessed_images\person_128\img_08.jpg,1,person_128,person_128,positive,0.745149
D:\biztech\preprocessed_images\person_604\img_02.jpg,D:\biztech\preprocessed_images\person_604\img_04.jpg,1,person_604,person_604,positive,0.598891
D:\biztech\preprocessed_images\person_160\img_07.jpg,D:\biztech\preprocessed_images\person_090\img_07.jpg,0,person_160,person_090,negative,-0.146378
D:\biztech\preprocessed_images\person_160\img_06.jpg,D:\biztech\preprocessed_images\person_160\img_07.jpg,1,person_160,person_160,positive,0.846716
D:\biztech\preprocessed_images\person_345\img_03.jpg,D:\biztech\preprocessed_images\person_550\img_03.jpg,0,person_345,person_550,negative,-0.138978
D:\biztech\preprocessed_images\person_104\img_01.jpg,D:\biztech\preprocessed_images\person_104\img_03.jpg,1,person_104,person_104,positive,0.394011
D:\biztech\preprocessed_images\person_324\img_01.jpg,D:\biztech\preprocessed_images\person_324\img_03.jpg,1,person_324,person_324,positive,0.719845
D:\biztech\preprocessed_images\person_368\img_02.jpg,D:\biztech\preprocessed_images\person_368\img_04.jpg,1,person_368,person_368,positive,0.759876
D:\biztech\preprocessed_images\person_204\img_02.jpg,D:\biztech\preprocessed_images\person_147\img_05.jpg,0,person_204,person_147,negative,-0.052691
D:\biztech\preprocessed_images\person_104\img_09.jpg,D:\biztech\preprocessed_images\person_104\img_11.jpg,1,person_104,person_104,positive,0.629697
D:\biztech\preprocessed_images\person_115\img_06.jpg,D:\biztech\preprocessed_images\person_115\img_11.jpg,1,person_115,person_115,positive,0.304920
D:\biztech\preprocessed_images\person_105\img_01.jpg,D:\biztech\preprocessed_images\person_105\img_12.jpg,1,person_105,person_105,positive,0.212627
D:\biztech\preprocessed_images\person_239\img_02.jpg,D:\biztech\preprocessed_images\person_559\img_03.jpg,0,person_239,person_559,negative,0.399816
D:\biztech\preprocessed_images\person_439\img_04.jpg,D:\biztech\preprocessed_images\person_115\img_12.jpg,0,person_439,person_115,negative,0.428571
D:\biztech\preprocessed_images\person_104\img_10.jpg,D:\biztech\preprocessed_images\person_104\img_11.jpg,1,person_104,person_104,positive,0.592040
D:\biztech\preprocessed_images\person_270\img_05.jpg,D:\biztech\preprocessed_images\person_430\img_02.jpg,0,person_270,person_430,negative,0.236749
D:\biztech\preprocessed_images\person_323\img_02.jpg,D:\biztech\preprocessed_images\person_353\img_05.jpg,0,person_323,person_353,negative,-0.209301
D:\biztech\preprocessed_images\person_115\img_10.jpg,D:\biztech\preprocessed_images\person_115\img_11.jpg,1,person_115,person_115,positive,0.464396
D:\biztech\preprocessed_images\person_388\img_02.jpg,D:\biztech\preprocessed_images\person_465\img_02.jpg,0,person_388,person_465,negative,-0.213478
D:\biztech\preprocessed_images\person_164\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_09.jpg,1,person_164,person_164,positive,0.086919
D:\biztech\preprocessed_images\person_576\img_03.jpg,D:\biztech\preprocessed_images\person_345\img_05.jpg,0,person_576,person_345,negative,0.169717
D:\biztech\preprocessed_images\person_047\img_05.jpg,D:\biztech\preprocessed_images\person_047\img_17.jpg,1,person_047,person_047,positive,0.722193
D:\biztech\preprocessed_images\person_095\img_09.jpg,D:\biztech\preprocessed_images\person_095\img_12.jpg,1,person_095,person_095,positive,0.143237
D:\biztech\preprocessed_images\person_239\img_03.jpg,D:\biztech\preprocessed_images\person_239\img_06.jpg,1,person_239,person_239,positive,0.588330
D:\biztech\preprocessed_images\person_176\img_05.jpg,D:\biztech\preprocessed_images\person_176\img_09.jpg,1,person_176,person_176,positive,0.690592
D:\biztech\preprocessed_images\person_068\img_14.jpg,D:\biztech\preprocessed_images\person_068\img_16.jpg,1,person_068,person_068,positive,0.689218
D:\biztech\preprocessed_images\person_197\img_01.jpg,D:\biztech\preprocessed_images\person_197\img_03.jpg,1,person_197,person_197,positive,0.833521
D:\biztech\preprocessed_images\person_028\img_22.jpg,D:\biztech\preprocessed_images\person_028\img_28.jpg,1,person_028,person_028,positive,0.787849
D:\biztech\preprocessed_images\person_147\img_08.jpg,D:\biztech\preprocessed_images\person_439\img_03.jpg,0,person_147,person_439,negative,-0.057033
D:\biztech\preprocessed_images\person_197\img_03.jpg,D:\biztech\preprocessed_images\person_371\img_05.jpg,0,person_197,person_371,negative,0.135191
D:\biztech\preprocessed_images\person_274\img_04.jpg,D:\biztech\preprocessed_images\person_251\img_01.jpg,0,person_274,person_251,negative,-0.080906
D:\biztech\preprocessed_images\person_104\img_10.jpg,D:\biztech\preprocessed_images\person_104\img_12.jpg,1,person_104,person_104,positive,0.668164
D:\biztech\preprocessed_images\person_234\img_06.jpg,D:\biztech\preprocessed_images\person_251\img_04.jpg,0,person_234,person_251,negative,0.022184
D:\biztech\preprocessed_images\person_600\img_04.jpg,D:\biztech\preprocessed_images\person_406\img_01.jpg,0,person_600,person_406,negative,0.095694
D:\biztech\preprocessed_images\person_371\img_03.jpg,D:\biztech\preprocessed_images\person_045\img_02.jpg,0,person_371,person_045,negative,0.332911
D:\biztech\preprocessed_images\person_045\img_18.jpg,D:\biztech\preprocessed_images\person_045\img_21.jpg,1,person_045,person_045,positive,0.930012
D:\biztech\preprocessed_images\person_601\img_02.jpg,D:\biztech\preprocessed_images\person_168\img_02.jpg,0,person_601,person_168,negative,-0.050386
D:\biztech\preprocessed_images\person_218\img_01.jpg,D:\biztech\preprocessed_images\person_364\img_02.jpg,0,person_218,person_364,negative,0.093004
D:\biztech\preprocessed_images\person_582\img_02.jpg,D:\biztech\preprocessed_images\person_582\img_04.jpg,1,person_582,person_582,positive,0.743235
D:\biztech\preprocessed_images\person_160\img_02.jpg,D:\biztech\preprocessed_images\person_160\img_03.jpg,1,person_160,person_160,positive,0.585241
D:\biztech\preprocessed_images\person_389\img_03.jpg,D:\biztech\preprocessed_images\person_389\img_05.jpg,1,person_389,person_389,positive,0.590090
D:\biztech\preprocessed_images\person_115\img_07.jpg,D:\biztech\preprocessed_images\person_115\img_13.jpg,1,person_115,person_115,positive,0.802026
D:\biztech\preprocessed_images\person_058\img_02.jpg,D:\biztech\preprocessed_images\person_058\img_20.jpg,1,person_058,person_058,positive,0.600524
D:\biztech\preprocessed_images\person_234\img_03.jpg,D:\biztech\preprocessed_images\person_600\img_01.jpg,0,person_234,person_600,negative,0.411130
D:\biztech\preprocessed_images\person_239\img_05.jpg,D:\biztech\preprocessed_images\person_239\img_06.jpg,1,person_239,person_239,positive,0.327853
D:\biztech\preprocessed_images\person_068\img_09.jpg,D:\biztech\preprocessed_images\person_068\img_18.jpg,1,person_068,person_068,positive,0.633951
D:\biztech\preprocessed_images\person_068\img_01.jpg,D:\biztech\preprocessed_images\person_068\img_12.jpg,1,person_068,person_068,positive,0.652395
D:\biztech\preprocessed_images\person_095\img_05.jpg,D:\biztech\preprocessed_images\person_095\img_14.jpg,1,person_095,person_095,positive,0.251062
D:\biztech\preprocessed_images\person_333\img_05.jpg,D:\biztech\preprocessed_images\person_047\img_21.jpg,0,person_333,person_047,negative,0.041459
D:\biztech\preprocessed_images\person_253\img_01.jpg,D:\biztech\preprocessed_images\person_007\img_65.jpg,0,person_253,person_007,negative,0.134361
D:\biztech\preprocessed_images\person_074\img_17.jpg,D:\biztech\preprocessed_images\person_074\img_18.jpg,1,person_074,person_074,positive,0.866667
D:\biztech\preprocessed_images\person_215\img_03.jpg,D:\biztech\preprocessed_images\person_031\img_05.jpg,0,person_215,person_031,negative,-0.251715
D:\biztech\preprocessed_images\person_058\img_10.jpg,D:\biztech\preprocessed_images\person_058\img_13.jpg,1,person_058,person_058,positive,0.628606
D:\biztech\preprocessed_images\person_128\img_06.jpg,D:\biztech\preprocessed_images\person_128\img_10.jpg,1,person_128,person_128,positive,0.533178
D:\biztech\preprocessed_images\person_274\img_01.jpg,D:\biztech\preprocessed_images\person_274\img_05.jpg,1,person_274,person_274,positive,0.726611
D:\biztech\preprocessed_images\person_204\img_04.jpg,D:\biztech\preprocessed_images\person_204\img_07.jpg,1,person_204,person_204,positive,0.687858
D:\biztech\preprocessed_images\person_143\img_02.jpg,D:\biztech\preprocessed_images\person_143\img_05.jpg,1,person_143,person_143,positive,0.783394
D:\biztech\preprocessed_images\person_239\img_01.jpg,D:\biztech\preprocessed_images\person_333\img_05.jpg,0,person_239,person_333,negative,-0.095710
D:\biztech\preprocessed_images\person_217\img_03.jpg,D:\biztech\preprocessed_images\person_217\img_08.jpg,1,person_217,person_217,positive,0.772474
